 district|block|cluster|schoolid|schoolname|category|gender|medium_of_inst|address|area|pincode|landmark|identification1|busroutes|identification2|latlong                  
-----------+---------+----------------------------+----------+-------------------------------------------+---------------+--------+----------------+---------------------------------------------------------------------------------------------------------------+-----------------------------------------+------------------+-----------------------------------------------------------------------------------------------+----------------------------------------------------------------------------------------------------+-------------------------------------------+-----------------------------------------------------------------------------------------------------+------------------------------------------
 bangalore|south-1|vajara halli|32868|GKHPS ALAHALLI|Upper Primary|co-ed|kannada|avalahalli south range- 1|bangalore|560062|masjid||||POINT(77.5766623020172 12.8893003120716)
 bangalore|north-4|yelehanka new town|32894|GKLPS RAMAGONDANAHALLI|Lower Primary|co-ed|kannada|||560064|near ramgondahallibus stop||||POINT(77.5755786895751 13.1124160477745)
 bangalore|north-1|madanayakanahalli|33292|GKHPS SRIKANTAPURA|Upper Primary|co-ed|kannada||bangalore|560073|opposite oxford public school||||POINT(77.4805855751038 13.0531625182782)
 bangalore|south-2|chamarajpet|32136|GTHPS BELIMUTT|Upper Primary|co-ed|tamil|belimutt road bangalore- 53|bangalore|560053|bakshigarden arch near super talkies||||POINT(77.5700211524963 12.9664198482966)
 bangalore|anekal|chikkahosahalli|32514|GKHPS INDILWADI|Upper Primary|co-ed|kannada|Indalwadi Post, Anekal Thaluk, Kasab Hobli|Indalwadi|562107|Opp Indalwadi Bus Stop|Cream Colour Compound|KSRTC|Cream Colour Building & Play Ground|POINT(77.63877 12.7284)
 bangalore|anekal|hebbagodi|32701|GKHPS HEBBAGODI|Upper Primary|co-ed|kannada|Bommasandra Post, Anekal Taluk, Hosur Road|Hebagodi|560099|Opposite Hebbagodi Bus Stop|No Painted Compound, Playground|360, 373 A, 356, 351|Cream Colour Building|POINT(77.68221 12.82527)
 bangalore|anekal|dommasandra|32914|GKHPS JANATHA COLONY|Upper Primary|co-ed|kannada|Muthanallur Cross To Main Road, Dommasandra Post, Sarjapura Hobli, Anekal Thaluk, Bangalore|Janatha Colony|562125|Near Veeranjanaya Ground|White Colour Building & Infront Play Ground|342,342A,342F,342R,G3|White Colour Compound & Blue Colour Gate|POINT(77.73785 12.88459)
 bangalore|anekal|dommasandra|32916|GKHPS ITTANGURU|Upper Primary|co-ed|kannada|Sarjapur Post, Sarjapur Hobli, Anekal Taluk, Bangalore|Ittangur|562125|Opp Ashwath Katte & Bus Stop (Ittangur)|Yellow colour Building|342W|Infront Main Road|POINT(77.78875 12.88195)
 bangalore|anekal|dommasandra|32923|GKLPS YAMRE|Lower Primary|co-ed|kannada|Dommasandra Post, Sarjapura Hobli, Anekal Taluk|Yamare|562125|Infront Yamare Bus Stop|Whtie Colour Building|342, 342 A, 342 F, 342 R, G3|White Colour Compound & Black Colour Gate|POINT(77.76641 12.87193)
 bangalore|anekal|sarjapura|32944|GKHPS ADIGARAKALLAHALLI|Upper Primary|co-ed|kannada|Bidaraguppe Post, Srajapura Hoblik, Anekal Taluk|Adigarakallahalli|562107|Behind Adigarakallahalli Bus Stop||342 K Last Stop||POINT(77.80277 12.82562)
 bangalore|anekal|huskuru|32851|GKLPS AVALAHALLI (HUSKUR)|Lower Primary|co-ed|kannada|Huskur Post, Anekal Taluk|Avala Halli|560099|Near Avala Halli Railway Gate|White Colour Compound, Small Play Ground|No Bus|White Colour Building|POINT(77.71166 12.86933)
 bangalore|anekal|haragadde|32801|GKHPS HARAGADDE|Upper Primary|co-ed|kannada|Haragadde Post, Anekal Taluk|Haragadde|560105|Near Haragadde Bus Stop|Cream Colour Building|365Z, 366, 372|Smalla Play Ground, No Painted Compound|POINT(77.6545 12.76239)
 bangalore|north-1|chikkabidarakallu|32150|GKHPS DODDABIDARAKALLU|Upper Primary|co-ed|kannada|Nagasandra Post, Yeshwanthpura Hobli, N-1||560073|Opposite Doddabidarakallu Bus Stop|Pink Colour Compound, Playground|263 A|Pink Colour Building, Coconut Tree|POINT(77.4947 13.04099)
 bangalore|anekal|dommasandra|32913|GKHPS (GIRLS)DOMMASANDRA|Upper Primary|girls|kannada|Santhe Beedi, Dommasandra Post, Sarjapura Hobli, Anekal Taluk|Dommasandra|562125|Near Nagara Ashwath Katte|Yellow Colour Building|342, 342 A, 342 R, 342 F, G3|Blue Colour Gate|POINT(77.75476 12.87771)
 bangalore|anekal|sarjapura|32946|GKHPS HANDENAHALLI|Upper Primary|co-ed|kannada|Handenahalli Post, Sarjapura Hobli, Anekal Taluk|Handenahalli|562125|Behind Handenahalli Bus Stop|Cream Colour Building, Playground|349 A, 351 J, 360 J|Cream Colour Compound, Coconut Tree|POINT(77.7661 12.82487)
 bangalore|anekal|hennagra|33437|GKHPS HENNAGARA|Upper Primary|co-ed|kannada|Hennagara Post, Jigani Hobli, Anekal Taluk, Bangalore|Hennagara|562106|Near Hennagara Grama Panchayath Office|Yellow Colour Building And Yellow Colour Compound|352, 352E|Infront Play Ground And Flag Post|POINT(77.67454 12.7895)
 bangalore|anekal|sabmangala|33411|GKHPS GERETIGANABELE|Upper Primary|co-ed|kannada|Geratiganabele Village, Samandur Post, Kasba Hobli, Anekal Taluk, Bangalore|Geratiganabele|562106|Opp Ashwath Katte|Yellow Colour Building & Yellow Colour Compound||Blue Colour Gate|POINT(77.73333 12.67971)
 bangalore|north-1|chikkabidarakallu|32156|GKLPS MUNISWAMAPPA BADAVANE|Lower Primary|co-ed|kannada|Nagasandra Post, Yeshwantpura Hobli, N-1|Muniswamappa Layout|560073|Near Thipenahalli Bus Stop|White Colour Building|||POINT(77.48892 13.04538)
 bangalore|north-2|hebbal|32031|GULPS BHUVANESHWARI NAGAR|Lower Primary|co-ed|urdu|R T Nagar Post,3rd Cross,Sultan Palya Main Road|Bhuvaneshwari Nagar|560032|Masjid Inside|White Colour Compound|415B,415F|Play Ground|POINT(77.6041 13.03317)
 bangalore|north-2|hebbal|32032|GUMPS CHAMUNDINAGAR|Model Primary|co-ed|urdu|R T Nagar Post,3rd Cross|Chamundi Nagar|560032||||No Painted Compound,No Play Ground|POINT(77.59934 13.02951)
 bangalore|north-4|bagalur|32045|GKLPS BYLAHALLI|Lower Primary|co-ed|kannada|B.K.Halli Post, Chikajala Hobli, Bangalore North|Bylahalli|562149|Opp Anjeneya Temple|Infront Flag|289M||POINT(77.68102 13.16949)
 bangalore|north-4|kakolu|32571|GKHPS KAKOLU|Upper Primary|co-ed|kannada|KakoluPost, Hesaraghatta Hobli|Kakolu|560089|Kakolu Bus Stop Opposite Road|White Colour Compound, Small Play Ground|285L, 406, 409|White Colour Building|POINT(77.51985 13.18578)
 bangalore|north-4|kakolu|32588|GKLPS SONNENAHALLI (KAKOLU)|Lower Primary|co-ed|kannada|Byatha Post, Hesaraghatta Hobli|Sonnenahalli|560089|Opposite Sonnenahalli Bus Stop|No Compound Play Ground|285L, 406, 409|Cream Colour Building|POINT(77.5001 13.19762)
 bangalore|north-4|yelehanka old town|32934|GKLPS MADAPPANAHALLI (RAJANA KUNTE)|Lower Primary|co-ed|kannada|Rajankunte Post, Hesaraghatta Hobli|Madappanahalli|560089|Opposite Madappanahalli Bus Stop|Cream Colour Compound, No Play Ground|285D, H|Cream Colour Building|POINT(77.54042 13.15409)
 bangalore|north-4|yelehanka old town|32938|GKLPS HOROHALLI|Lower Primary|co-ed|kannada|Singanayakanahalli Post, Yelahanka Hobli|Horohalli|560064|Horohalli Bus Stop Left Side|Cream Colour Compound, Play Ground|285A|White Colour Building|POINT(77.57962 13.13061)
 bangalore|north-4|yelehanka old town|32941|GTHPS KAMAKSHAMMA LAYOUT|Upper Primary|co-ed|telugu|Yelahanka Post|Kamakshamma Layout|560064|Near Railway Station|Infront Main Road|284,401,291D||POINT(77.59262 13.10628)
 bangalore|north-4|mathahalli|33237|GKHPS  PILLAHALLI|Upper Primary|co-ed|kannada|Arishinakunte Post, Dasanapura Hobli, N-4|Pillahalli Colony|562123|Near Pillahalli Colony Bus Stop|Green Colour Building, Playground|255 C, 255 K||POINT(77.43414 13.10556)
 bangalore|south-2|kalasipalya|32439|GKHPS G.R.GALLI|Upper Primary|co-ed|kannada|Gurukar Ramanayakana Lane, S.P.Road Cross, Bangalore|NagarathPete|560002|Opp Karthik Shubdeep Apartments|White Colour Building||Blue Colour Door|POINT(77.58113 12.96524)
 bangalore|south-1|vajara halli|32869|GKHPS BANJARAPALYA|Upper Primary|co-ed|kannada|Thataguni Post, Kengeri Hobli|Banjarapalya|560062|Banjarpalya Bus Stop|White Colour Compound|216, A|Play Ground|POINT(77.48611 12.83013)
 bangalore|south-1|huluvenahalli|33042|GKLPS UDDHANDANA HALLI|Lower Primary|co-ed|kannada|Chikkanahalli Post, Thaverekere Hobli||562130|Near Uddhandanahalli Bus Stop|White Colour Building & White Colour Compound|227 D|Infront Flag Post & Blue Colour Gate|POINT(77.38373 12.88642)
 bangalore|south-4|channasandra|32058|GKHPS SEEGEHALLI|Upper Primary|co-ed|kannada|Kadugodi Main Road, Kannamangala Post B Hobli|Seegehalli|560067|Near Seegehalli Bus Stop|Yellow Colour Builiding & Stone Compound & Black Colour Gate|328, 329, 399|Infront Playground|POINT(77.76154 13.01337)
 bangalore|south-4|channasandra|32062|GKLPS CHIKKABANAHALLI|Lower Primary|co-ed|kannada|Kannamangala Post, Bidarahalli Hobli, Bangalore|Chikkabanahalli|560067|Near Chikkabanahalli Bus Stop|White & Yellow Colour Building|307 C|Blue Colour Gate|POINT(77.75149 13.01913)
 bangalore|south-4|doddakanneli|32190|GKLPS SULIKUNTE|Lower Primary|co-ed|kannada|Dommasandra Post|Sulikunte|562125|Opposite Ashwath Katte|Cream Colour Buidling|342 A-Z|Cream Colour Compound|POINT(77.72833 12.88868)
 bangalore|south-4|doddakanneli|32195|GKLPS JUNNASANDRA|Lower Primary|co-ed|kannada|Karmela Ram Post, Sarjapura Main Road|Junna Sandra|560035|Opposite Royal Bakery & Sweets|White Colour Building|342 A-Z||POINT(77.6837 12.90666)
 bangalore|south-4|hoodi|32304|GKLPS KUNDALAHALLI COLONY|Lower Primary|co-ed|kannada|Mahadevapura post|Kundalahalli colony|560037|Ashwath katte opposite|White colour stone compound,play ground|335,500K,326F|Cream colour building|POINT(77.71167 12.97018)
 bangalore|south-4|kylasanahalli|32591|GKHPS BILISHIVALE|Upper Primary|co-ed|kannada|Rampura Main Road, Doddagubbi Post, Bidarahalli Hobli|Bileshivale|560077|Near Bileshivale Bus Stop|Green Colour Gate & Infront Flag Post|294, 294 D, 295, 295 A|Green Colour Gate & Infront Flag Post|POINT(77.67152 13.0537)
 bangalore|south-4|immadihalli|33341|GKMPS IMMADIHALLI|Model Primary|co-ed|kannada|Immadi Halli Post|Immadi Halli|560066|Opposite B.B.M.P Office|Pink Colour Compound|320A, 320B, 324A, 324B|Cream Colour Building|POINT(77.76002 12.96518)
 bangalore|anekal|attibele|32216|GKHPS ATTIBELE(GIRLS)|Upper Primary|girls|kannada|Sante Beedi,Hosur Main Road, Attibele Post, Attibele Hobli, Anekal Taluk, Bangalore|Attibele|562107|Beside Attibele Bus Stand|Yellow Colour Building & Blue Colour Doors & Infront Flag Post & Sheet Building|360, 360 A,360 B, 600|Yellow Colour Compound & Black Colour Gate & Infront Play Ground & Infront Flyover|POINT(77.77241 12.77816)
 bangalore|south-4|kylasanahalli|32596|GKLPS BANDEBOMMASANDRA|Lower Primary|co-ed|kannada|School Road, Doddagubbi Post, Bidarahalli Hobli, Bangalore East - 4|Bande Bommasandra|560077|Near Muneshwara Swamy Temple & Pattalamma Temple|White Stone Colour Compound & Infront Flag Post|293 B, 293 L, 294 B, 296|Infront Play Ground|POINT(77.68282 13.07577)
 bangalore|south-4|thanisandra|32789|GKHPS R.K HEGDENAGAR|Upper Primary|co-ed|kannada|Shivarama Karanth Nagar Post||560077|Near Ramakrishna Hegadenagar Water Tank|Compound with Playground|290 E, 290 F, G10, 291 J, 291 E|White Colour Building|POINT(77.6319 13.07161)
 bangalore|south-4|thanisandra|32790|GKHPS THANISANDRA|Model Primary|co-ed|kannada|Shivarama Karath Nagar Post|Thani Sandra|560077|Near Thani Sandra Bus Stop||290J|Cream Colour Building|POINT(77.62906 13.05562)
 bangalore|south-4|varanasi|32839|GKHPS DODDAGUBBI|Upper Primary|co-ed|kannada|Doddagubbi Post, Bidarahalli Hobli, Bangalore East|Doddagubbi|562149|Opposite Eshwara Temple|Infront Play Ground & Banyan Tree|293 B, 295 A, 295 B, 295 D|White & Yellow Colour Building|POINT(77.67394 13.07114)
 bangalore|south-4|varthur|32910|GKHPS HARLOOR|Lower Primary|co-ed|kannada|H.S.R Layout Post|Haraluru|560102|Opposite Kasavanahalli Lake|Cream Colour Building|341 A|Playground|POINT(77.66536 12.90339)
 bangalore|south-4|immadihalli|33336|GKLPS PATTANDUR AGRAHARA|Lower Primary|co-ed|kannada|Whitefield Post|Patanduru|560066|Near Booming Bakery & Sweets|No Painted Compound & Play Ground||Pink Colour Building|POINT(77.73331 12.98134)
 bangalore|anekal|anekal|32077|GKHPS DK BAGILU|Upper Primary|co-ed|kannada|Vishweshwaraiah Badavane, Anekal Post, Anekal Town, Anekal Taluk, Bangalore|Doddakere Bagilu|562106|Near Munivenkatappa School|Blue Colour Building & Sheet Building||Yellow Colour Building & Blue Colour Gate|POINT(77.68947 12.71327)
 bangalore|north-1|mallasandra|33283|GKHPS NAGASANDRA|Upper Primary|co-ed|kannada|Nagasandra Post, Yeshwantpur Hobli,|Nagasandra|560073|Opposite Nagasandra Bus Stop|Cream Colour Compound|263|Cream Colour Building|POINT(77.49898 13.03975)
 bangalore|north-1|mallasandra|33286|GKLPS NAGASANDRA COLONY|Lower Primary|co-ed|kannada|Nagasandra Post, Yeshwantpur Hobli, N-1|Nagasandra|560073|Near Deepak Stop or Nagasandra Stop|Cream Colour Building|258 A-Z, 263|Cream Colour Compound|POINT(77.50123 13.04083)
 bangalore|north-1|mallasandra|33287|GKLPS RAVINDRANAGAR|Lower Primary|co-ed|kannada|Jalahalli West Post, N-4|Ravindranagar|560015|Inside B.B.M.P. Office Compound|Cream Colour Compound, Play Ground|207 B, 207 E|Cream Colour Building|POINT(77.51974 13.05878)
 bangalore|north-1|mallasandra|33288|GKLPS SHIVAPURA|Lower Primary|co-ed|kannada|T.Dasarahalli Post, N-4|Shivapura|560057|Near NTTE Bus Stop|Cream Colour Building|248, 258||POINT(77.50702 13.02404)
 bangalore|north-1|madanayakanahalli|33290|GKHPS MADANAYAKANAHALLI|Lower Primary|co-ed|kannada|Madavara Post, Dasanpura Hobli, Bangalore North 1|Madanayakanahalli|562123|Opposite Madanayakanahalli Bus Stop|Cream Colour Compound & Play Ground||Cream Colour Building|POINT(77.46304 13.06211)
 bangalore|north-1|madanayakanahalli|33293|GKLPS DOMBARAHALLI|Lower Primary|co-ed|kannada|Laxmipura Post, Dasanpura Hobli, North 1|Dombarahalli|562123|Near Dombarahalli Bus Stop|White Colour Compound||White Colour Building|POINT(77.46014 13.0469)
 bangalore|north-1|madanayakanahalli|33294|GKLPS HANUMANTASAGARA|Lower Primary|co-ed|kannada|Madavara Post, Dasanpura Hobli, Bangalore North 1|Hanumantha Sagara|562123|Near Nelamangala Main Road (Madanayakanahalli Bus Stop)|Pink Colour Building|||POINT(77.46842 13.0709)
 bangalore|north-1|madanayakanahalli|33295|GKLPS HOTTAPPANAPALYA|Lower Primary|co-ed|kannada|Laxmipura Post, Dasanpura Hobli|Hottappanapalya|562123|Near T.C.I Bus Stop|No Painted Compound & Coconut Tree|258|Yellow Colour Building|POINT(77.46491 13.04875)
 bangalore|north-1|madanayakanahalli|33296|GKLPS KADRENAHALLI|Lower Primary|co-ed|kannada|Laxmipura Post, Dasanpura Hobli|Kadirenahalli|562123|Behind Kadirenahalli Bus Stop|White Colour Building|263 C|Play Ground|POINT(77.45027 13.04117)
 bangalore|north-1|madanayakanahalli|33298|GKLPS KOLLIGANAHALLI|Lower Primary|co-ed|kannada|Laxmipura Post, Dasanpura Hobli|Koliganahalli|562123|Near Kammasandra Cross Bus Stop|Cream Colour Building|263||POINT(77.45641 13.03111)
 bangalore|north-2|hebbal|32028|GKLPS VISHWANATH NAGENAHALLI|Lower Primary|co-ed|kannada||Vishwanath Nagenahalli|560036|Nedar Sant Paul Hermit Church|Green Colour Compound||Compound Out Side Play Ground|POINT(77.60529 13.04072)
 bangalore|south-1|kumbalagodu|31991|GKLPS SEEGEHALLI (ANCHEPALYA)|Lower Primary|co-ed|kannada|K.Gollahalli Post, Kengeri Post, S-1|Seegehalli|560060|Near Seegehalli Bus Stop|White Colour Compound, Playground|228 C|White Colour Building, Coconut Tree|POINT(77.4527 12.81844)
 bangalore|south-1|taverekere|32234|GKHPS TAVAREKERE|Upper Primary|co-ed|kannada|Magadi Main Road, Tavarekere Post, Tavarekere Hobli, Bangalore|Tavarekere|562130|Opposite Tavarekere Police Station|Yellow Colour Building & Infront Flag Post|242 A, 242 B, 242 Z|Infront Play Ground & Green Colour Compound|POINT(77.40142 12.9657)
 bangalore|south-1|taverekere|32249|GULPS TAVAREKERE (TAVAREKERE)|Lower Primary|co-ed|urdu|Magadi Main Road, Tavarekere Post, Tavarekere Hobli, Bangalore|Tavarekere|562130|Beside Masjid & Near Tavarekere Bus Stop|White Colour Building|242 A, 242 B, 242 Z|Blue Colour|POINT(77.39847 12.96508)
 bangalore|south-1|kengeri|32418|GKHPS BABASABARAPALYA|Upper Primary|co-ed|kannada|Mysore Road, Kengeri Post, Kengeri Hobli, Bangalore|Babasabara Palya|560060|Opposite Panchmukhi Ganesh Temple|Yellow Colour Building & Infront Play Ground|226, 227, 228|White Colour Compound & Blue Colour Gate|POINT(77.46655 12.90117)
 bangalore|south-1|kengeri|32419|GKHPS DODDABELE|Upper Primary|co-ed|kannada|Vidyapeeta Post, Kengeri Hobli, Bangalore|Doddabele|560060|Opposite Anjaneya Swamy Temple|White Colour Building & Infront Flag Post|220 D, 220 E|White Colour Compound & Black Colour Gate|POINT(77.47755 12.88858)
 bangalore|south-1|kengeri|32427|GKLPS GANAKALLU (KENGERI)|Lower Primary|co-ed|kannada|Kengeri To Uttarahalli Road, Kengeri Post, Kengeri Hobli, Bangalore|Ganakallu|560060|Opposite Basaveshwara Swamy Temple And Beside Ashwath Katte|White Colour Building And Blue Colour Door|225F, 375, 378|White Colour Compound And Black Colour Gate|POINT(77.51197 12.89349)
 bangalore|south-1|ramasandra|32533|GKHPS RAMASANDRA (RAMASANDRA)|Upper Primary|co-ed|kannada|Sulikere Post, Kengeri Hobli, S-1|Ramasandra|560060|Near Ramasandra Bus Stop|Cream Colour Compound, Garden Style|223 E|Cream Colour Building|POINT(77.46349 12.94508)
 bangalore|south-2|kalasipalya|32440|GNTKHPS  ANJANAPPA GARDEN|Lower Primary|co-ed|kannada|Mysore Road,4th Cross,1st main Road|Anjanappa Garden|560018|Near Vinayaka Theatre Bus Stop|Cream Colour Building|155,T4,56||POINT(77.56372 12.9648)
 bangalore|south-2|kalasipalya|32441|GKLPS KEMMANGUNDI|Lower Primary|co-ed|kannada|Kemmannu Gundi Road,Good Sheed Road|Bhakshi Garden|560053|Near Vinayaka Theatre Bus Stop|Cream Colour Compound|234225|Cream Coloue Building|POINT(77.56854 12.96789)
 bangalore|south-2|kalasipalya|32443|GKMPS VIDYAGANAPATI ARALEPET|Model Primary|co-ed|kannada|Cottenpet Main Road,Jolly Mahal|Aralle Pete|560053|Near Super Theatre Bua Stop|Crem Colour Stone Building|234225||POINT(77.57026 12.96494)
 bangalore|south-2|kalasipalya|32444|GKTHPS ANJANAPPA GARDEN|Lower Primary|co-ed|tamil|Mysore Road,4th Cross,1st main Road|Anjanappa Garden|560018|Near Vinayaka Theatre Bus Stop|Cream Colour Building|155,T4,56||POINT(77.56374 12.96483)
 bangalore|south-2|kalasipalya|32446|GUHPS KALASIPALYA|Upper Primary|co-ed|urdu|Lalbagh Road, Kalasipalyam Post, Bangalore|Kalasipalya|560002|Opp Kims Hospital|Yellow Colour Building & Blue Colour Doors & Infront Flag Post|58, 59, 15 E, 31, 31 E, 210|White Colour Compound & Brown Colour Gate & Infront Play Ground|POINT(77.57492 12.95723)
 bangalore|south-2|kalasipalya|32447|GUHPS KUMBARPET|Upper Primary|co-ed|urdu|Lalbagh Road, Kalasipalyam Post, Bangalore|Kumbarapete|560002|Opp Kims Hospital|Yellow Colour Building & Blue Colour Door & Infront Flag Post|58, 59, 15 E, 31, 31 E, 210|White Colour Compound & Infront Play Ground|POINT(77.57592 12.95706)
 bangalore|south-2|kalasipalya|32448|GULPS JOLLYMOHALLA|Lower Primary|co-ed|urdu|Cottanpet main Road,Jolly Mahalla|Sulthan pet (Jolly Mahalla)|560053|Near Super Theatre Bua Stop|Pistha Colour Building & No Painted Building|234225||POINT(77.57111 12.96513)
 bangalore|south-2|kalasipalya|32451|GUMPBS BARLANE|Model Primary|co-ed|urdu|Old Pension Mohalla,1st Cross,TCM Royan Road|Barlane|560053|Near Vinayaka Theatre Bus Stop|White Colour Compound|155,T4,56|Play Ground|POINT(77.56778 12.96474)
 bangalore|south-2|kalasipalya|32453|GUMPGS BARLANE|Model Primary|co-ed|urdu|Old Pension Mohalla,1st Cross,TCM Royan Road|Barlane|560053|Near Vinayaka Theatre Bus Stop|Cream Colour Building|155,T4,56|White Colour Compound,Play Ground|POINT(77.56743 12.96461)
 bangalore|south-2|chickpet|33069|GKHPS AVENUE ROAD|Upper Primary|co-ed|kannada|Sanjeevappa Lane, Avenue Road Cross, Bangalore|Avenue Road|560002|Opp Rice Memorial Church|Light Blue White Colour Building||Yellow Colour Door|POINT(77.58039 12.97112)
 bangalore|south-2|chickpet|33071|GKHPS POORNAIAHCHATRA|Upper Primary|co-ed|kannada|Thulasi Thotada Road, Thulasi Thota, Bangalore|Balepete|560053|Opp Bala Anjaneya Swamy Temple & Near Chikka Lalbagh|Yellow Colour Building & Blue Colour Door|49, 52, 52 E|White Colour Building|POINT(77.57387 12.97366)
 bangalore|south-2|chickpet|33072|GKMPS SINDI CHICKPET|Model Primary|co-ed|kannada|M.B.T. Street, Nagarathpete Cross, Bangalore|Halsoorpet||Opp Shri Ajitha Jain Mandir & Near Lakshmi Narashima Swamy Temple|Yellow Colour Building||Blue Colour Gate|POINT(77.58125 12.96712)
 bangalore|south-2|chickpet|33073|GKLPS DODDAMAVALLI|Upper Primary|co-ed|kannada|Lalbagh Fort Road, 4th Cross, V.V.Puram Post, Bangalore|Doddamavalli|560004|Beside Shifaa Dental Clinic|Pink Colour Building & White Colour Door|342, 360, 366|Yellow Colour Compound & Brown Colour Gate & Infront Play Ground|POINT(77.58262 12.95494)
 bangalore|south-2|chickpet|33074|GUHPS BADAMAKAN|Upper Primary|co-ed|urdu|H.Siddaiah Road, Wilson Garden Post, Bangalore|Badamakan|560027|Beside Wakfs Board Office|Yellow & White Colour Building|12 B, 181, 366, 360, 342|Black Colour Gate & Infront Flag Post|POINT(77.5883 12.95444)
 bangalore|south-2|govindarajnagar|33088|GKHPS MALGAL JANATHA COLONY|Upper Primary|co-ed|kannada|1st Main Road, Panchashila Nagar, Banaglore|Moodala Palya|560072|Near Manasa Gangotri School|Yellow Colour Building|235A, 238, 401K|Black Colour Gate|POINT(77.52039 12.97272)
 bangalore|south-3|yellukunte|32641|GKHPS HARALUKUNTE|Lower Primary|co-ed|kannada|Agara Post, Begur Hobli, S-3|Somasandrapalya|560102|Near Somasandrapalya Bus Stop|Cream Colour Compound|347 F|Cream Colour Building|POINT(77.65152 12.89801)
 bangalore|south-4|channasandra|32057|GKHPS KHAJISONNENAHALLI|Upper Primary|co-ed|kannada|Kannamangala Main Road, Kannamangala Post, Bidarahalli Hobli, Bangalore|Khajisonnenahalli|560067|Near Narasimha Swamy Temple|Yellow Colour Building & Yellow Colour Compound|317 B, 319, 333|Infront Playground & Flag Post|POINT(77.77025 13.03796)
 bangalore|south-4|marathahalli|32681|GKHPS ASHWATH NAGAR|Upper Primary|co-ed|kannada|Marthahalli bridge,9th cross,marathahalli post|Ashwath nagar|560037|Opposite Indian A V Asian college|Cream colour building,small play ground|328600504|cream colour compound|POINT(77.70266 12.95962)
 bangalore|anekal|attibele|32217|GKHPS BALLUR|Upper Primary|co-ed|kannada|T.V.S Road, Attibele Post, Attibele Hobli, Anekal Taluk, Bangalore|Balluru|562107|Near Anjaneya Swamy Temple|Yellow Colour Building & Blue Colour Doors & Infront Play Ground|360 C|Yellow Colour Compound & Blue Colour Gate|POINT(77.78937 12.75311)
 bangalore|anekal|attibele|32218|GKHPS  DASANAPURA|Upper Primary|co-ed|kannada|T.V.S Road,Mayasandra Post, Attibele Hobli, Anekal Taluk, Bangalore|Dasanapura|562107|Near Anjaneya Swamy Temple|White & Yellow Colour Building & Blue Colour Doors|360|Yellow Colour Compound & Blue Colour Gate & Infront Flag Post|POINT(77.77633 12.74765)
 bangalore|anekal|bannerughatta|32317|GKHPS BANNERUGHATTA|Upper Primary|co-ed|kannada|Anekal Road, Anekal Taluk, Jigani Hobli, Bannerghatta Post|Bannerghatta|560083|Behind Bannerghattra Bus Stop|Cream Colour Compound|371D, 365,|Cream Colour Building, Play Ground|POINT(77.58046 12.81402)
 bangalore|anekal|bannerughatta|32318|GKHPS BEGIHALLI|Upper Primary|co-ed|kannada|Anekal Taluk, Jigani Hobli, Jigani Post|Ragihalli|562106|Near Begihalli Bus Stop|White Colour Building|366|White Colour Compound, Play Ground|POINT(77.60379 12.79378)
 bangalore|anekal|bannerughatta|32319|GKHPS BILWARDHANAHALLI|Lower Primary|co-ed|kannada|Bannerghatta Post, Jigani Hobli, Anekal Taluk|Shanubhoganahalli|560083|Opposite Shanubhoghanahalli Bus Stop|Cream Colour Building|Atal Sarige, 366 M, 366 MA|Cream Colour Compound|POINT(77.56126 12.82638)
 bangalore|anekal|bannerughatta|32320|GKHPS BYATARAYANA DODDI|Upper Primary|co-ed|kannada|Bannerghatta Post, Jigani Hobli, Anekal Taluk|Byatarayanadoodi|560083|Opposite Byatarayanadoodi Bus Stop|Cream Colour Building|366 M, 366 MA, 215 Z|Cream Colour Compound|POINT(77.55421 12.81612)
 bangalore|anekal|harappana halli|32614|GKHPS HARAPPANAHALLI|Upper Primary|co-ed|kannada|Jigani Main Road, Jigani Post, Jigani Hobli, Anekal Taluk|Harappana Halli||Harappana Halli Bus Stop Opposite Road|Stone Cream Colour Building|372|Cream Colour Compound, Play Ground|POINT(77.62352 12.7896)
 bangalore|anekal|sabmangala|33423|GKHPS BESTHAMANAHALLI|Upper Primary|co-ed|kannada|Rachamanahalli Road, Gomala, Anekal to Attibele Main Road, Bestamanahalli Post, Anekal Taluk, Bnagalore|Bestamanahalli|562106|Near Chowdeshwari Temple|Yellow Colour Building & Beside Big Water Tank|399 C|Brown Colour Doors & Infront Play Ground|POINT(77.73044 12.73037)
 bangalore|north-2|hebbal|32029|GKMPS HEBBAL|Model Primary|co-ed|kannada|Devanahalli Main Road, 1st Main Road, Hebbal Post, Bangalore|Hebbal|560024|Beside Hebbal Police Station|Yellow Colour Building & Blue Colour Doors & Infront Play Ground|284,287,289,298 M|White Colour Compound & Blue Colour Gate & Infront Flag Post|POINT(77.59024 13.03806)
 bangalore|north-4|byatarayanapura|32174|GKHPS CHOKKENAHALLI|Upper Primary|co-ed|kannada|Chokkanahalli Village, Jakkur Post, Yelahanka Hobli, Bangalore|Chokkanahalli|560064|Infront Chokkkanahalli Bus Stop|White Colour Building & Blue Colour Doors|286 B|Opposite Play Ground & Blue Colour Gate|POINT(77.62721 13.08467)
