1,1
2,3
3,3
4,2
5,2
6,3
7,3
8,2
9,3
10,2
11,3
12,3
13,3
14,2
15,3
16,2
17,2
18,2
19,2
20,2
21,2
22,3
23,3
24,2
25,3
26,2
27,2
28,2
29,2
30,3
31,3
32,3
33,3
34,2
35,2
36,2
37,1
38,3
39,2
40,3
41,2
42,2
43,2
44,3
45,2
46,2
47,2
48,3
49,3
50,2
51,2
52,2
53,1
54,2
55,3
56,2
57,2
58,3
59,2
60,1
61,3
62,1
63,2
64,3
65,2
66,3
67,2
68,2
69,2
70,2
71,2
72,2
73,2
74,3
75,2
76,3
77,2
78,2
79,3
80,3
81,3
82,2
83,2
84,2
85,2
86,3
87,2
88,2
89,2
90,2
91,2
92,3
93,2
94,2
95,2
96,3
97,3
98,2
99,2
100,2
101,2
102,3
103,2
104,2
105,3
106,2
107,2
108,3
109,2
110,2
111,2
112,3
113,2
114,3
115,2
116,2
117,3
118,1
119,2
120,3
121,3
122,3
123,2
124,2
125,3
126,2
127,3
128,2
129,2
130,2
131,3
132,2
133,2
134,2
135,3
136,3
137,2
138,1
139,2
140,2
141,3
142,2
143,2
144,2
145,2
146,2
147,2
148,3
149,2
150,2
151,3
152,2
153,3
154,2
155,2
156,2
157,2
158,3
159,2
160,2
161,2
162,3
163,2
164,2
165,2
166,3
167,2
168,2
169,2
170,2
171,2
172,2
173,3
174,3
175,2
176,2
177,2
178,2
179,2
180,2
181,2
182,2
183,2
184,2
185,2
186,3
187,2
188,3
189,3
190,3
191,3
192,2
193,2
194,3
195,3
196,2
197,3
198,3
